"Id","hour","sum_calories","total_intensity","avg_intensity","step_total","heart_mean"
7086361926,17,9352,2679,126.5,50288,NA
7086361926,18,6221,1303,40,39631,NA
7086361926,19,3629,459,10.5,10606,NA
7086361926,2,2115,2,0,16,NA
7086361926,20,3089,294,8,7060,NA
7086361926,21,2814,221,4,6083,NA
7086361926,22,2620,184,4,3446,NA
7086361926,23,2507,151,1,3398,NA
7086361926,3,2114,0,0,0,NA
7086361926,4,2109,0,0,0,NA
7086361926,5,2108,0,0,0,NA
7086361926,6,2175,24,0,255,NA
7086361926,7,3541,406,14,11075,NA
7086361926,8,2864,243,4,7475,NA
7086361926,9,2521,127,2,3712,NA
8053475328,0,2507,87,2,1609,NA
8053475328,1,2533,96,1,2070,NA
8053475328,10,2467,79,0,1830,NA
8053475328,11,2895,236,4,5907,NA
8053475328,12,3318,402,11,9535,NA
8053475328,13,5626,1132,17,42637,NA
8053475328,14,8322,1984,70,79929,NA
8053475328,15,3701,507,7,17858,NA
8053475328,16,3807,555,9,18410,NA
8053475328,17,4667,964,21.5,28116,NA
8053475328,18,5775,1269,33,41221,NA
8053475328,19,9909,2630,102,104007,NA
8053475328,2,2507,86,2,2272,NA
8053475328,20,3325,396,2,13653,NA
8053475328,21,5623,1263,35,38455,NA
8053475328,22,5560,1224,20,43576,NA
8053475328,23,2789,232,7,5065,NA
8053475328,3,2303,14,0,331,NA
8053475328,4,2329,25,0,656,NA
8053475328,5,2263,0,0,0,NA
8053475328,6,2273,3,0,124,NA
8053475328,7,2285,9,0,202,NA
8053475328,8,2263,0,0,0,NA
8053475328,9,2263,0,0,0,NA
8253242879,0,1066,2,0,0,NA
8253242879,1,1062,0,0,0,NA
8253242879,10,2150,473,3.5,18480,NA
8253242879,11,2717,681,10.5,28688,NA
8253242879,12,2535,696,27.5,25036,NA
8253242879,13,1670,303,16.5,10047,NA
8253242879,14,1590,274,14,5669,NA
8253242879,15,1403,182,6,4354,NA
8253242879,16,1556,248,8.5,6270,NA
8253242879,17,1505,209,9,5243,NA
8253242879,18,1300,114,6,2899,NA
8253242879,19,1265,102,6,2071,NA
8253242879,2,1062,0,0,0,NA
8253242879,20,1244,91,3.5,2152,NA
8253242879,21,1259,95,4.5,2198,NA
8253242879,22,1368,164,9.5,2700,NA
8253242879,23,1229,111,8,2520,NA
8253242879,3,1062,0,0,0,NA
8253242879,4,1064,1,0,0,NA
8253242879,5,1062,0,0,0,NA
8253242879,6,1062,0,0,0,NA
8253242879,7,1105,20,0,429,NA
8253242879,8,1204,74,0,1329,NA
8253242879,9,1272,85,0.5,2753,NA
8378563200,0,2882,18,0,334,NA
8378563200,1,2927,33,0,554,NA
8378563200,10,4573,410,12,14857,NA
8378563200,11,4997,600,11,20144,NA
8378563200,12,6413,1116,14,38283,NA
8378563200,13,4416,360,10,12990,NA
8378563200,14,4637,461,9,16550,NA
8378563200,15,4821,490,11.5,19192,NA
8378563200,16,4559,428,9,16549,NA
8378563200,17,4474,466,9.5,14722,NA
8378563200,18,3956,320,11,8317,NA
8378563200,19,3724,261,8.5,5919,NA
8378563200,2,2868,18,0,294,NA
8378563200,20,3895,310,9,8227,NA
8378563200,21,3321,167,4.5,4040,NA
8378563200,22,2973,66,0.5,1764,NA
8378563200,23,2862,41,1,874,NA
8378563200,3,2855,11,0,169,NA
8378563200,4,3405,171,7,4760,NA
8378563200,5,12066,2640,150,278,NA
8378563200,6,3548,188,6,5073,NA
8378563200,7,4423,423,14,12161,NA
8378563200,8,7181,1438,41,47402,NA
8378563200,9,4651,485,11,16252,NA
8583815059,0,2887,136,0,2821,NA
8583815059,1,2556,14,0,215,NA
8583815059,10,3687,407,7.5,10746,NA
8583815059,11,3860,433,6,12387,NA
8583815059,12,4684,766,19,21515,NA
8583815059,13,4994,869,21.5,25016,NA
8583815059,14,4670,745,14.5,22077,NA
8583815059,15,5151,946,12,29616,NA
8583815059,16,3740,414,8,11178,NA
8583815059,17,3395,275,4.5,7172,NA
8583815059,18,3220,227,5,4955,NA
8583815059,19,3553,352,7.5,7749,NA
8583815059,2,2520,0,0,0,NA
8583815059,20,3265,250,5.5,4675,NA
8583815059,21,3042,181,5,2637,NA
8583815059,22,2869,133,4,2823,NA
8583815059,23,2823,124,3,2422,NA
8583815059,3,2520,0,0,0,NA
8583815059,4,2520,0,0,0,NA
8583815059,5,2520,0,0,0,NA
8583815059,6,2520,0,0,0,NA
8583815059,7,2544,8,0,149,NA
8583815059,8,2924,137,0,4579,NA
8583815059,9,2938,139,2,3468,NA
8792009665,0,2560,175,2,3196,76.5253308128544
8792009665,1,2382,137,1.5,1792,74.2012345679012
8792009665,10,2431,145,0,2579,71.6176361615413
8792009665,11,2634,228,6.5,4545,74.6734482758621
8792009665,12,2345,113,0,2034,75.5436241610738
8792009665,13,2508,173,0,2158,78.143700424276
8792009665,14,2506,164,0,3286,78.7557180352456
8792009665,15,2627,223,1.5,4300,77.5690346083789
8792009665,16,2661,212,1.5,4331,78.0288496876149
8792009665,17,2916,283,3,4998,85.1795411492317
8792009665,18,2953,293,8,5491,86.1545819781902
8792009665,19,2772,239,1,4584,83.3290347051015
8792009665,2,2099,39,0,618,66.815167840862
8792009665,20,2635,213,4,4256,78.1780821917808
8792009665,21,2220,86,0.5,1537,71.2557140066419
8792009665,22,2112,48,0,745,69.7517985611511
8792009665,23,2184,68,0,979,72.0095846645367
8792009665,3,1976,6,0,46,63.2070252469813
8792009665,4,1974,2,0,15,61.8159224936815
8792009665,5,1979,1,0,5,62.1431875525652
8792009665,6,1975,3,0,21,62.3839835728953
8792009665,7,1990,9,0,114,59.4908455050401
8792009665,8,2011,16,0,126,60.3116403202628
8792009665,9,2290,104,0,1994,66.8186974021222
8877689391,0,2504,61,0,2728,76.960396039604
8877689391,1,2424,39,0,1887,77.240157480315
8877689391,10,4442,656,14,24078,67.0693865396069
8877689391,11,4817,674,18,26944,70.6378583172493
8877689391,12,8587,1863,51,65430,97.5120450756051
8877689391,13,5586,887,12,22825,88.5871785628455
8877689391,14,5136,682,9,29845,84.381721890277
8877689391,15,4974,738,16.5,27856,76.9668189648715
8877689391,16,6765,1071,17.5,50524,97.0539054600607
8877689391,17,7774,1489,40.5,54230,102.090624075717
8877689391,18,8807,1848,29.5,56449,108.992730210016
8877689391,19,5308,886,20,22650,86.8448564259827
8877689391,2,2426,43,0,1983,76.3163265306122
8877689391,20,4178,539,14.5,14405,74.076952497514
8877689391,21,3981,459,13,15022,72.9979324603722
8877689391,22,3266,291,6,8736,73.1849576622945
8877689391,23,2602,134,0,4332,76.0259208731242
8877689391,3,2279,4,0,84,68.4569536423841
8877689391,4,2263,0,0,0,NA
8877689391,5,2263,0,0,0,NA
8877689391,6,2695,133,3,3534,80.9255751014885
8877689391,7,4276,514,18,20202,71.5275220740184
8877689391,8,4095,462,14,20870,65.70365525202
8877689391,9,4298,552,15,21009,67.1926668184924
